CustomerID,Age,Gender,MembershipTier,TenureMonths,RecencyDays,Frequency,MonetaryTotal,AvgBasketSize,ComplaintCount,Churn
CUST_01797,20,M,Gold,22,8,10,7513.16,751.32,0,0
CUST_01798,51,M,Bronze,10,8,3,1129.83,376.61,0,0
CUST_01799,39,M,Silver,4,17,6,3630.37,605.06,3,1
CUST_01800,51,Other,Bronze,35,33,4,1843.45,460.86,0,0
CUST_01801,47,Other,Silver,9,6,11,8140.21,740.02,1,0
CUST_01802,39,M,Gold,10,11,10,15383.08,1538.31,0,0
CUST_01803,29,M,Silver,3,34,9,5920.06,657.78,0,0
CUST_01804,55,M,Bronze,14,13,3,1295.01,431.67,2,1
CUST_01805,34,F,Bronze,3,71,3,1160.53,386.84,2,1
CUST_01806,39,F,Gold,30,55,18,26990.30,1499.46,0,0
CUST_01807,37,F,Bronze,7,3,4,1315.61,328.90,1,0
CUST_01808,34,Other,Bronze,11,44,3,1359.09,453.03,0,0
CUST_01809,48,M,Silver,27,10,6,5462.59,910.43,1,0
CUST_01810,36,F,Bronze,59,58,3,1114.48,371.49,0,0
CUST_01811,38,F,Bronze,29,16,3,1496.19,498.73,0,0
CUST_01812,27,Other,Bronze,4,22,4,1626.27,406.57,0,0
CUST_01813,61,Other,Platinum,42,20,26,86177.62,3314.52,0,0
CUST_01814,30,M,Silver,26,4,5,3823.37,764.67,0,0
CUST_01815,37,M,Silver,28,4,9,6395.18,710.58,0,0
CUST_01816,34,F,Bronze,3,20,5,1936.02,387.20,0,0
CUST_01817,,M,Silver,2,1,10,5616.76,561.68,0,0
CUST_01818,35,M,Bronze,5,12,2,552.39,276.19,0,0
CUST_01819,59,M,Bronze,37,9,4,1485.86,371.46,0,0
CUST_01820,32,M,Bronze,1,50,3,930.36,310.12,1,0
CUST_01821,35,F,Bronze,15,11,1,420.15,420.15,0,0
CUST_01822,24,F,Bronze,28,49,4,1090.30,272.57,2,1
CUST_01823,29,Other,Silver,12,2,8,5118.25,639.78,0,0
CUST_01824,26,M,Silver,1,3,7,4981.03,711.58,0,0
CUST_01825,21,F,Bronze,21,87,3,1121.20,373.73,0,1
CUST_01826,42,M,Silver,16,2,10,3511.15,351.12,0,0
CUST_01827,39,F,Gold,18,2,13,8843.14,680.24,0,0
CUST_01828,43,Other,Gold,72,82,11,15113.64,1373.97,0,0
CUST_01829,32,F,Bronze,1,64,3,1146.69,382.23,1,1
CUST_01830,57,M,Silver,4,64,7,3078.90,439.84,1,1
CUST_01831,37,M,Bronze,38,49,4,1276.96,319.24,0,0
CUST_01832,44,F,Bronze,9,31,3,969.46,323.15,2,0
CUST_01833,45,Other,Bronze,29,7,2,731.09,365.55,0,0
CUST_01834,27,F,Silver,22,20,6,4187.31,697.89,0,0
CUST_01835,32,F,Bronze,21,86,4,1598.81,399.70,0,1
CUST_01836,49,Other,Bronze,16,2,4,2183.89,545.97,0,0
CUST_01837,45,M,Bronze,51,3,4,974.96,243.74,1,0
CUST_01838,36,M,Bronze,62,1,6,2447.77,407.96,0,0
CUST_01839,40,M,Silver,72,7,6,4047.21,674.53,0,0
CUST_01840,52,Other,Gold,17,28,6,8601.88,1433.65,0,0
CUST_01841,46,Other,Bronze,3,14,3,1460.23,486.74,0,0
CUST_01842,36,Other,Bronze,16,1,4,2307.57,576.89,1,1
CUST_01843,34,Other,Bronze,2,17,4,1521.81,380.45,2,1
CUST_01844,54,M,Bronze,5,12,3,1013.18,337.73,0,0
CUST_01845,,M,Platinum,4,5,30,89147.63,2971.59,0,0
CUST_01846,34,Other,Silver,3,118,9,5047.89,560.88,1,1
CUST_01847,29,Other,Bronze,4,1,4,1276.70,319.18,0,0
CUST_01848,36,F,Bronze,1,4,3,1070.66,356.89,1,0
CUST_01849,31,M,Bronze,4,10,3,1100.20,366.73,0,1
CUST_01850,41,F,Silver,1,73,8,4273.56,534.20,2,1
CUST_01851,53,Other,Bronze,2,56,3,1281.32,427.11,0,0
CUST_01852,51,F,Bronze,8,2,4,1363.71,340.93,1,0
CUST_01853,38,F,Gold,31,32,13,20685.97,1591.23,0,0
CUST_01854,36,M,Platinum,65,23,18,44218.43,2456.58,0,0
CUST_01855,32,F,Gold,8,39,19,25330.73,1333.20,1,0
CUST_01856,36,M,Bronze,9,46,4,1923.85,480.96,1,1
CUST_01857,49,M,Bronze,37,1,3,1058.25,352.75,0,0
CUST_01858,32,M,Silver,7,26,10,5308.66,530.87,0,1
CUST_01859,44,F,Gold,12,34,24,26487.08,1103.63,0,0
CUST_01860,38,F,Silver,16,16,4,1989.19,497.30,0,0
CUST_01861,57,M,Silver,8,6,8,4146.81,518.35,0,0
CUST_01862,37,Other,Bronze,9,22,3,1460.20,486.73,0,0
CUST_01863,56,Other,Gold,8,4,14,20549.19,1467.80,0,0
CUST_01864,45,Other,Bronze,19,50,2,556.62,278.31,1,1
CUST_01865,35,F,Silver,22,1,10,6093.98,609.40,0,0
CUST_01866,51,Other,Silver,15,2,5,3190.54,638.11,2,0
CUST_01867,33,M,Silver,14,71,8,4293.68,536.71,1,1
CUST_01868,44,M,Gold,1,9,12,11968.59,997.38,0,0
CUST_01869,18,F,Gold,1,1,22,22406.99,1018.50,0,0
CUST_01870,36,Other,Gold,7,10,13,16189.32,1245.33,0,0
CUST_01871,38,F,Bronze,12,20,3,1449.73,483.24,1,0
CUST_01872,35,F,Bronze,1,7,5,2781.76,556.35,1,0
CUST_01873,31,M,Bronze,72,17,5,1896.34,379.27,0,0
CUST_01874,45,M,Bronze,11,18,2,630.31,315.15,0,1
CUST_01875,43,M,Bronze,4,27,5,2393.26,478.65,0,0
CUST_01876,26,F,Platinum,12,90,18,39846.10,2213.67,1,1
CUST_01877,18,M,Gold,2,24,20,22417.52,1120.88,0,0
CUST_01878,43,M,Gold,17,1,17,21959.04,1291.71,0,0
CUST_01879,35,Other,Silver,34,92,9,6734.79,748.31,1,1
CUST_01880,36,F,Gold,34,4,8,12172.39,1521.55,0,1
CUST_01881,35,Other,Gold,34,6,15,21074.63,1404.98,0,0
CUST_01882,36,Other,Bronze,3,2,3,1284.13,428.04,1,0
CUST_01883,46,M,Bronze,1,4,2,991.52,495.76,0,0
CUST_01884,41,F,Bronze,11,15,3,1119.39,373.13,0,0
CUST_01885,54,F,Silver,8,11,4,2373.75,593.44,0,0
CUST_01886,39,M,Bronze,1,7,2,1002.71,501.36,0,0
CUST_01887,37,Other,Gold,17,33,7,9337.72,1333.96,0,0
CUST_01888,51,M,Silver,19,5,5,3432.36,686.47,0,0
CUST_01889,39,F,Bronze,35,48,4,1344.25,336.06,0,0
CUST_01890,52,F,Bronze,2,51,4,1391.77,347.94,0,1
CUST_01891,25,M,Gold,29,58,17,17128.75,1007.57,0,0
CUST_01892,38,F,Bronze,29,35,4,1316.65,329.16,1,1
CUST_01893,22,M,Silver,28,15,8,5117.98,639.75,1,0
CUST_01894,36,Other,Silver,62,14,10,5755.30,575.53,0,0
CUST_01895,,Other,Bronze,3,24,5,2041.82,408.36,0,0
CUST_01896,47,M,Bronze,50,30,5,1570.66,314.13,0,0
CUST_01897,55,F,Bronze,13,13,4,1366.38,341.60,1,1
CUST_01898,29,M,Bronze,5,8,4,1183.52,295.88,0,0
CUST_01899,40,Other,Silver,12,18,5,1889.82,377.96,1,0
CUST_01900,41,M,Gold,1,1,15,9043.41,602.89,0,0
CUST_01901,28,Other,Bronze,4,115,6,2823.61,470.60,0,1
CUST_01902,24,M,Gold,72,8,16,27776.47,1736.03,0,0
CUST_01903,56,M,Gold,9,8,12,14871.44,1239.29,1,0
CUST_01904,34,M,Bronze,3,20,1,481.90,481.90,1,1
CUST_01905,38,F,Gold,25,9,17,18556.79,1091.58,0,0
CUST_01906,45,M,Silver,56,23,7,3947.24,563.89,0,0
CUST_01907,59,M,Silver,3,17,7,4444.45,634.92,0,0
CUST_01908,45,Other,Bronze,7,27,2,804.94,402.47,0,0
CUST_01909,22,M,Silver,72,79,7,4460.45,637.21,1,1
CUST_01910,47,F,Bronze,8,20,3,1512.34,504.11,1,0
CUST_01911,54,F,Bronze,7,12,5,2082.73,416.55,0,0
CUST_01912,38,M,Bronze,16,29,3,1040.06,346.69,0,0
CUST_01913,31,F,Gold,4,31,12,14394.82,1199.57,0,0
CUST_01914,32,M,Platinum,15,4,6,12153.85,2025.64,1,0
CUST_01915,62,M,Platinum,1,27,26,64293.09,2472.81,0,0
CUST_01916,57,M,Bronze,1,22,4,1602.96,400.74,1,1
CUST_01917,28,F,Platinum,34,1,18,36467.50,2025.97,0,0
CUST_01918,28,M,Gold,17,36,14,14063.42,1004.53,0,0
CUST_01919,33,Other,Platinum,1,7,25,57037.72,2281.51,0,0
CUST_01920,22,Other,Platinum,34,69,25,75629.68,3025.19,0,0
CUST_01921,56,Other,Silver,37,1,7,4635.77,662.25,1,0
CUST_01922,35,F,Silver,17,31,10,6857.78,685.78,0,0
CUST_01923,33,F,Bronze,3,61,3,1074.85,358.28,0,0
CUST_01924,46,F,Gold,19,31,15,17476.01,1165.07,0,0
CUST_01925,43,Other,Gold,29,60,13,18571.42,1428.57,1,1
CUST_01926,25,M,Gold,3,5,11,14648.26,1331.66,1,0
CUST_01927,34,F,Gold,24,14,12,13362.60,1113.55,0,0
CUST_01928,41,F,Bronze,9,1,3,1126.60,375.53,0,0
CUST_01929,43,M,Silver,19,29,6,4124.31,687.39,0,0
CUST_01930,25,Other,Bronze,45,21,4,1499.42,374.86,0,0
CUST_01931,49,F,Bronze,39,84,3,1101.53,367.18,0,1
CUST_01932,34,F,Bronze,6,26,5,1109.21,221.84,0,0
CUST_01933,18,Other,Bronze,31,94,4,1679.32,419.83,0,1
CUST_01934,34,Other,Silver,20,1,7,3919.48,559.93,0,0
CUST_01935,55,M,Bronze,7,79,4,1205.80,301.45,0,1
CUST_01936,21,F,Bronze,1,1,3,1361.36,453.79,0,0
CUST_01937,31,F,Silver,72,20,7,3904.90,557.84,0,0
CUST_01938,38,M,Silver,13,5,7,5013.52,716.22,1,0
CUST_01939,38,M,Bronze,1,3,3,1369.11,456.37,1,1
CUST_01940,29,Other,Bronze,20,4,3,956.77,318.92,0,0
CUST_01941,35,Other,Silver,7,2,9,5793.19,643.69,0,0
CUST_01942,,Other,Silver,5,3,7,4043.72,577.67,0,0
CUST_01943,18,F,Bronze,7,4,5,1744.07,348.81,0,0
CUST_01944,37,Other,Bronze,72,10,4,1562.13,390.53,1,0
CUST_01945,46,Other,Bronze,9,12,2,967.18,483.59,1,0
CUST_01946,44,Other,Bronze,5,48,3,1135.09,378.36,1,1
CUST_01947,28,M,Silver,1,28,9,5369.68,596.63,2,1
CUST_01948,30,M,Bronze,2,72,5,2011.91,402.38,0,1
CUST_01949,46,M,Gold,19,83,17,15942.19,937.78,0,0
CUST_01950,36,M,Gold,22,11,12,12976.44,1081.37,0,0
CUST_01951,34,Other,Gold,3,15,14,14107.37,1007.67,0,0
CUST_01952,53,Other,Bronze,72,4,4,1191.18,297.80,2,0
CUST_01953,38,M,Gold,30,9,13,13276.62,1021.28,0,0
CUST_01954,31,F,Bronze,72,8,3,626.83,208.94,0,0
CUST_01955,23,Other,Bronze,25,15,5,2109.52,421.90,0,0
CUST_01956,29,F,Silver,40,11,12,6638.27,553.19,0,0
CUST_01957,23,F,Bronze,28,20,5,1513.89,302.78,1,0
CUST_01958,52,M,Platinum,28,6,28,58820.18,2100.72,0,0
CUST_01959,30,Other,Bronze,72,1,4,939.40,234.85,0,0
CUST_01960,18,F,Gold,19,83,17,23345.87,1373.29,1,1
CUST_01961,29,F,Gold,3,15,12,13936.38,1161.37,0,0
CUST_01962,49,Other,Bronze,20,63,3,1045.50,348.50,2,1
CUST_01963,36,Other,Silver,38,46,5,3464.38,692.88,0,0
CUST_01964,35,F,Bronze,20,34,4,1856.76,464.19,0,0
CUST_01965,27,Other,Gold,12,17,19,29007.22,1526.70,1,0
CUST_01966,28,F,Bronze,43,21,3,982.53,327.51,0,0
CUST_01967,24,Other,Silver,6,8,6,2269.94,378.32,1,0
CUST_01968,36,F,Silver,15,44,8,5178.21,647.28,0,0
CUST_01969,36,M,Gold,72,2,17,12976.32,763.31,1,0
CUST_01970,18,F,Gold,13,77,10,8881.38,888.14,0,0
CUST_01971,22,M,Bronze,34,14,2,773.64,386.82,0,0
CUST_01972,51,M,Silver,6,43,7,5916.25,845.18,0,0
CUST_01973,46,Other,Silver,29,45,14,7338.36,524.17,0,0
CUST_01974,44,F,Silver,1,17,6,4106.84,684.47,1,1
CUST_01975,35,F,Bronze,3,21,3,1044.51,348.17,0,0
CUST_01976,44,F,Gold,58,66,15,16538.77,1102.58,0,0
CUST_01977,31,M,Gold,6,14,20,23424.48,1171.22,1,0
CUST_01978,38,F,Bronze,28,10,5,2177.35,435.47,0,0
CUST_01979,27,F,Gold,2,1,4,5352.48,1338.12,0,0
CUST_01980,35,M,Silver,28,40,12,8505.79,708.82,1,0
CUST_01981,35,Other,Bronze,20,35,3,1376.45,458.82,0,1
CUST_01982,43,F,Gold,14,6,16,18979.49,1186.22,0,0
CUST_01983,28,Other,Bronze,5,11,3,1218.08,406.03,0,0
CUST_01984,23,M,Bronze,12,36,4,1162.51,290.63,0,0
CUST_01985,30,F,Silver,16,7,6,3993.24,665.54,0,0
CUST_01986,,M,Silver,72,45,6,4676.13,779.36,0,0
CUST_01987,44,F,Silver,8,10,7,4972.27,710.32,0,0
CUST_01988,22,F,Gold,1,10,8,10020.18,1252.52,0,0
CUST_01989,37,M,Bronze,11,4,5,2081.35,416.27,1,1
CUST_01990,30,F,Silver,18,45,4,2582.09,645.52,0,0
CUST_01991,33,M,Bronze,11,4,3,1198.55,399.52,0,0
CUST_01992,47,Other,Silver,24,5,6,4024.77,670.79,0,0
CUST_01993,36,M,Gold,39,67,10,13455.59,1345.56,0,1
CUST_01994,46,F,Platinum,71,4,15,43162.04,2877.47,0,0
CUST_01995,34,Other,Bronze,24,7,3,770.97,256.99,1,0
CUST_01996,49,M,Bronze,21,7,4,1633.11,408.28,0,0
CUST_01997,21,M,Silver,42,7,7,3001.11,428.73,1,0
CUST_01998,32,F,Platinum,1,58,30,50220.43,1674.01,0,0
CUST_01999,34,F,Gold,2,39,18,24245.38,1346.97,0,0
CUST_02000,38,M,Bronze,7,50,3,1385.08,461.69,1,1
CUST_02001,36,Other,Bronze,4,29,3,1365.00,455.00,0,0
CUST_02002,52,Other,Bronze,11,18,2,1010.44,505.22,0,0
CUST_02003,49,F,Platinum,20,7,30,81898.88,2729.96,0,0
CUST_02004,51,M,Silver,13,1,7,4247.61,606.80,0,0
CUST_02005,32,F,Bronze,1,15,2,1055.25,527.62,1,0
CUST_02006,36,Other,Silver,23,22,9,5207.98,578.66,0,0
CUST_02007,33,F,Bronze,46,21,3,1482.44,494.15,0,0
CUST_02008,28,Other,Bronze,8,4,3,990.37,330.12,0,0
CUST_02009,26,Other,Bronze,1,114,2,913.68,456.84,2,1
CUST_02010,41,Other,Silver,21,27,5,4107.45,821.49,0,0
CUST_02011,22,M,Silver,5,35,6,3462.57,577.10,1,0
CUST_02012,37,F,Bronze,1,8,2,618.64,309.32,1,0
CUST_02013,42,M,Bronze,41,5,2,504.02,252.01,1,0
CUST_02014,27,M,Silver,26,29,8,3985.37,498.17,1,0
CUST_02015,38,Other,Bronze,12,2,3,1194.68,398.23,0,0
CUST_02016,22,M,Silver,1,7,7,3715.95,530.85,0,0
CUST_02017,32,M,Silver,20,14,9,5823.42,647.05,0,0
CUST_02018,40,F,Bronze,65,33,4,2026.04,506.51,1,1
CUST_02019,49,Other,Gold,58,7,12,11695.63,974.64,0,0
CUST_02020,35,F,Bronze,7,21,2,926.23,463.12,1,1
CUST_02021,36,M,Silver,34,1,6,3995.30,665.88,0,0
CUST_02022,37,M,Silver,2,10,9,5125.81,569.53,1,0
CUST_02023,55,Other,Gold,22,3,8,12577.42,1572.18,0,0
CUST_02024,37,M,Bronze,8,8,5,1131.04,226.21,0,0
CUST_02025,29,M,Platinum,38,2,22,40471.74,1839.62,0,0
CUST_02026,41,F,Silver,40,13,6,4880.60,813.43,0,0
CUST_02027,30,Other,Silver,50,10,6,3731.79,621.97,1,0
CUST_02028,45,F,Bronze,16,120,3,1087.43,362.48,0,1
CUST_02029,62,Other,Bronze,16,5,3,817.65,272.55,1,1
CUST_02030,40,F,Silver,1,4,9,5270.11,585.57,2,0
CUST_02031,28,Other,Bronze,2,54,3,1372.43,457.48,0,0
CUST_02032,54,F,Platinum,30,1,34,59380.77,1746.49,0,0
CUST_02033,43,F,Bronze,2,25,3,1087.30,362.43,1,1
CUST_02034,28,Other,Silver,43,1,4,1955.36,488.84,1,0
CUST_02035,46,F,Gold,1,24,12,15517.10,1293.09,1,0
CUST_02036,26,F,Gold,9,9,13,17723.37,1363.34,0,0
CUST_02037,31,M,Bronze,32,2,4,1685.37,421.34,0,0
CUST_02038,40,F,Gold,13,19,16,18180.13,1136.26,0,0
CUST_02039,29,Other,Silver,25,4,6,3445.23,574.21,0,0
CUST_02040,32,M,Bronze,5,27,6,2427.59,404.60,0,0
CUST_02041,41,Other,Gold,3,34,14,18796.42,1342.60,0,0
CUST_02042,29,M,Gold,24,19,16,25259.53,1578.72,1,0
CUST_02043,40,M,Silver,71,32,9,6669.75,741.08,1,0
CUST_02044,39,F,Platinum,1,5,28,41040.06,1465.72,0,0
CUST_02045,45,Other,Silver,11,10,4,2296.41,574.10,0,0
CUST_02046,45,Other,Silver,1,7,6,4121.26,686.88,1,0
CUST_02047,43,M,Bronze,18,43,4,1654.24,413.56,1,0
CUST_02048,46,F,Gold,1,32,13,17243.52,1326.42,0,0
CUST_02049,22,Other,Bronze,15,14,2,905.11,452.56,0,1
CUST_02050,18,Other,Gold,1,38,20,16598.78,829.94,0,0
CUST_02051,24,M,Bronze,1,83,4,1439.13,359.78,1,1
CUST_02052,21,F,Bronze,3,47,4,1696.96,424.24,0,0
CUST_02053,18,M,Bronze,19,13,3,1320.70,440.23,1,0
CUST_02054,46,M,Platinum,9,1,16,27873.33,1742.08,0,0
CUST_02055,60,F,Bronze,55,21,5,2086.72,417.34,0,0
CUST_02056,53,F,Silver,5,13,9,5120.73,568.97,0,0
CUST_02057,50,F,Platinum,8,6,27,39272.80,1454.55,0,0
CUST_02058,53,M,Silver,12,15,8,7573.07,946.63,0,0
CUST_02059,29,Other,Silver,6,80,6,3514.36,585.73,1,1
CUST_02060,47,Other,Bronze,17,3,4,1488.59,372.15,0,0
CUST_02061,57,M,Gold,14,24,8,12344.72,1543.09,0,0
CUST_02062,42,F,Platinum,40,37,21,41336.10,1968.39,0,0
CUST_02063,35,F,Silver,22,2,7,4985.29,712.18,0,0
CUST_02064,49,F,Gold,19,16,20,18951.15,947.56,0,0
CUST_02065,19,F,Bronze,1,43,3,847.57,282.52,1,1
CUST_02066,42,M,Gold,6,33,9,11472.75,1274.75,0,0
CUST_02067,25,F,Silver,1,39,5,3949.17,789.83,1,1
CUST_02068,32,Other,Bronze,15,30,3,1055.23,351.74,2,1
CUST_02069,53,F,Gold,7,13,21,34463.57,1641.12,1,0
CUST_02070,52,Other,Platinum,68,7,31,57666.78,1860.22,0,0
CUST_02071,39,Other,Bronze,11,19,2,911.36,455.68,1,1
CUST_02072,38,F,Silver,38,30,6,1408.03,234.67,0,1
CUST_02073,46,F,Silver,54,1,6,2981.84,496.97,0,0
CUST_02074,20,F,Bronze,31,2,4,1159.08,289.77,0,0
CUST_02075,39,Other,Silver,21,2,9,6675.24,741.69,0,0
CUST_02076,35,M,Platinum,22,29,25,69502.39,2780.10,0,1
CUST_02077,29,F,Silver,39,39,3,1845.65,615.22,0,0
CUST_02078,38,F,Bronze,39,7,4,1747.33,436.83,0,0
CUST_02079,29,Other,Silver,8,1,8,4954.41,619.30,0,0
CUST_02080,33,F,Bronze,31,35,2,798.81,399.40,1,0
CUST_02081,50,F,Bronze,64,27,3,1215.77,405.26,0,0
CUST_02082,18,F,Platinum,25,21,28,48351.76,1726.85,1,0
CUST_02083,36,Other,Silver,9,22,8,5745.34,718.17,0,0
CUST_02084,,F,Bronze,11,1,1,469.41,469.41,1,0
CUST_02085,50,F,Bronze,1,13,4,1520.47,380.12,1,1
CUST_02086,38,Other,Gold,6,53,11,10083.69,916.70,0,1
CUST_02087,43,Other,Silver,33,16,9,7281.26,809.03,1,0
CUST_02088,32,Other,Platinum,24,11,15,37872.12,2524.81,0,0
CUST_02089,27,F,Platinum,45,18,21,56491.51,2690.07,1,0
CUST_02090,49,M,Bronze,37,46,3,1339.16,446.39,2,1
CUST_02091,34,M,Bronze,6,13,3,1224.31,408.10,0,0
CUST_02092,36,M,Gold,2,12,18,24661.77,1370.10,0,0
CUST_02093,34,M,Bronze,6,17,4,1923.42,480.86,1,1
CUST_02094,25,Other,Bronze,4,11,4,1805.71,451.43,1,0
CUST_02095,35,F,Gold,1,18,15,20999.92,1399.99,1,1
CUST_02096,29,M,Platinum,43,4,31,41028.37,1323.50,1,0
CUST_02097,61,F,Silver,1,7,5,3780.14,756.03,0,0
CUST_02098,34,M,Gold,7,13,12,14058.63,1171.55,0,0
CUST_02099,60,Other,Platinum,2,37,32,110900.20,3465.63,0,0
CUST_02100,51,Other,Bronze,35,84,3,704.76,234.92,1,1
CUST_02101,39,F,Platinum,7,28,29,31178.03,1075.10,0,0
CUST_02102,40,F,Bronze,45,11,2,704.40,352.20,0,0
CUST_02103,36,F,Bronze,30,24,6,2007.08,334.51,0,0
CUST_02104,36,M,Bronze,12,21,4,1427.05,356.76,0,0
CUST_02105,43,M,Bronze,17,12,2,647.46,323.73,0,0
CUST_02106,,Other,Silver,7,14,5,2860.06,572.01,0,1
CUST_02107,18,Other,Gold,18,14,19,22136.13,1165.06,1,0
CUST_02108,38,F,Bronze,2,13,2,785.28,392.64,1,1
CUST_02109,36,Other,Bronze,56,47,2,915.87,457.94,0,0
CUST_02110,51,Other,Bronze,19,14,4,1994.91,498.73,0,0
CUST_02111,51,Other,Bronze,5,30,2,816.71,408.36,0,0
CUST_02112,44,Other,Bronze,2,120,3,1250.78,416.93,0,1
CUST_02113,28,Other,Bronze,9,16,2,838.38,419.19,0,0
CUST_02114,29,M,Silver,54,15,8,5647.28,705.91,0,0
CUST_02115,37,Other,Gold,58,80,13,13882.49,1067.88,0,0
CUST_02116,37,Other,Silver,2,13,7,6428.88,918.41,1,0
CUST_02117,20,Other,Gold,4,35,7,5491.72,784.53,0,1
CUST_02118,46,Other,Gold,19,62,11,16021.33,1456.48,0,0
CUST_02119,20,M,Platinum,14,45,24,53515.79,2229.82,0,0
CUST_02120,49,M,Bronze,7,2,3,1422.64,474.21,1,0
CUST_02121,,F,Bronze,15,22,3,886.08,295.36,0,0
CUST_02122,27,Other,Gold,14,6,14,6324.24,451.73,0,0
CUST_02123,21,Other,Bronze,2,31,5,2017.26,403.45,0,0
CUST_02124,47,F,Bronze,29,16,2,791.10,395.55,0,0
CUST_02125,53,M,Gold,50,6,12,19435.45,1619.62,0,0
CUST_02126,18,Other,Bronze,12,22,3,976.14,325.38,0,0
CUST_02127,27,Other,Bronze,9,1,4,1273.40,318.35,0,0
CUST_02128,28,M,Silver,8,8,9,6054.80,672.76,0,0
CUST_02129,26,Other,Bronze,35,41,3,1211.03,403.68,1,1
CUST_02130,49,M,Silver,67,1,12,9618.79,801.57,1,0
CUST_02131,22,M,Platinum,4,1,36,106434.18,2956.50,0,0
CUST_02132,39,F,Silver,4,2,6,3462.67,577.11,0,0
CUST_02133,37,F,Bronze,14,16,3,934.63,311.54,0,1
CUST_02134,24,F,Bronze,46,13,5,2126.37,425.27,0,0
CUST_02135,43,Other,Platinum,21,4,23,64994.04,2825.83,0,0
CUST_02136,48,M,Silver,3,34,4,2636.47,659.12,0,0
CUST_02137,46,Other,Gold,1,29,9,9599.70,1066.63,1,1
CUST_02138,41,M,Bronze,4,35,5,1679.73,335.95,0,0
CUST_02139,,M,Silver,62,3,9,4348.86,483.21,0,0
CUST_02140,26,Other,Silver,22,24,8,5227.30,653.41,0,0
CUST_02141,28,F,Gold,19,12,13,12268.54,943.73,1,0
CUST_02142,36,M,Silver,13,6,7,4163.50,594.79,0,0
CUST_02143,34,M,Bronze,62,86,2,591.82,295.91,1,1
CUST_02144,51,Other,Bronze,29,1,3,889.43,296.48,0,0
CUST_02145,32,F,Silver,1,11,5,3271.79,654.36,1,0
CUST_02146,43,M,Gold,27,28,11,13005.37,1182.31,0,1
CUST_02147,50,Other,Bronze,20,1,2,694.46,347.23,0,0
CUST_02148,45,Other,Silver,13,7,8,4287.95,535.99,0,0
CUST_02149,51,F,Bronze,34,11,4,1674.77,418.69,1,0
CUST_02150,47,F,Silver,72,6,6,3043.05,507.18,0,0
CUST_02151,42,M,Gold,6,11,19,23989.59,1262.61,0,0
CUST_02152,30,F,Bronze,34,1,3,1390.31,463.44,1,0
CUST_02153,34,Other,Platinum,7,12,20,47727.90,2386.39,0,0
CUST_02154,45,Other,Silver,14,22,7,5788.37,826.91,1,1
CUST_02155,48,M,Silver,10,31,9,5573.44,619.27,0,0
CUST_02156,43,M,Gold,14,21,17,18210.30,1071.19,0,0
CUST_02157,31,M,Platinum,28,38,20,44515.77,2225.79,0,0
CUST_02158,18,Other,Silver,8,74,10,7332.26,733.23,1,1
CUST_02159,35,Other,Gold,5,17,11,14728.91,1338.99,2,1
CUST_02160,34,Other,Bronze,12,21,3,1017.75,339.25,0,0
CUST_02161,26,M,Silver,10,22,7,5551.43,793.06,0,0
CUST_02162,38,F,Silver,9,9,9,5924.86,658.32,0,0
CUST_02163,39,Other,Silver,31,12,8,4084.45,510.56,1,0
CUST_02164,41,F,Bronze,13,22,5,1982.25,396.45,1,0
CUST_02165,22,Other,Silver,1,19,10,7157.08,715.71,2,1
CUST_02166,18,Other,Gold,4,12,18,17129.80,951.66,0,0
CUST_02167,25,M,Bronze,3,41,2,1004.97,502.49,1,0
CUST_02168,30,M,Silver,9,17,8,5554.71,694.34,0,0
CUST_02169,57,F,Bronze,16,6,4,1110.61,277.65,1,0
CUST_02170,33,F,Silver,6,1,8,5609.10,701.14,0,0
CUST_02171,42,F,Platinum,38,1,30,84501.43,2816.71,0,0
CUST_02172,18,Other,Bronze,24,26,3,1300.63,433.54,1,0
CUST_02173,42,Other,Bronze,37,10,4,1116.41,279.10,0,0
CUST_02174,45,Other,Bronze,12,39,2,585.59,292.80,0,0
CUST_02175,33,F,Silver,25,73,7,5712.31,816.04,0,0
CUST_02176,40,Other,Bronze,9,4,3,1009.22,336.41,0,0
CUST_02177,36,F,Bronze,36,49,4,1551.68,387.92,0,1
CUST_02178,43,F,Platinum,11,11,35,65577.27,1873.64,0,0
CUST_02179,49,F,Silver,40,99,8,6718.08,839.76,0,0
CUST_02180,23,M,Silver,31,71,4,2054.77,513.69,1,1
CUST_02181,34,Other,Bronze,1,3,3,1082.59,360.86,0,0
CUST_02182,48,Other,Gold,3,5,11,9843.50,894.86,1,0
CUST_02183,36,M,Gold,4,39,13,16747.62,1288.28,0,0
CUST_02184,23,F,Gold,38,30,14,13874.74,991.05,0,0
CUST_02185,48,M,Bronze,1,35,3,1362.14,454.05,0,1
CUST_02186,42,Other,Gold,26,7,8,9537.64,1192.20,0,0
CUST_02187,32,M,Gold,5,40,9,9298.05,1033.12,0,0
CUST_02188,33,F,Gold,1,28,22,29181.43,1326.43,0,0
CUST_02189,32,M,Bronze,9,22,4,1597.91,399.48,1,0
CUST_02190,35,M,Bronze,72,2,3,1337.05,445.68,1,1
CUST_02191,18,Other,Bronze,10,9,4,1707.76,426.94,1,0
CUST_02192,38,Other,Gold,3,2,9,16025.73,1780.64,0,0
CUST_02193,34,M,Silver,8,18,7,4415.70,630.81,0,0
CUST_02194,26,M,Platinum,1,35,29,49393.25,1703.22,1,0
